19.04.2015                                                                                                                                               Dynamic List Display                                                                                                                                                      1
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  ISOURCE                      |OBJVERS|APPLNM                      |COMSTRU                      |OWNER       |TSTPNM     |           TIMESTMP|CONTREL|       CONTTIMESTMP|BCTCOMP|ISSRCTYPE|INVISIBLE|TXTSH               |TXTMD                                   |TXTLG                                                       |
|  KS00191                      |A      |ZINV_MNGT_TRANS             |KS00191                      |50487615    |50487615   |20,090,415,181,230 |       |                 0 |       |         |         |Inventory Values Sna|Inventory Values Snapshot               |Inventory Values Snapshot                                   |
|  KS00193                      |A      |ZMARKETING_SALES_INVOICE    |KS00193                      |10144994    |10142879   |20,090,724,165,608 |       |                 0 |       |         |         |Manual Dealer Flat F|Manual Dealer Flat File Infosource      |Manual Dealer Flat File Infosource                          |
|  KS00195                      |A      |ZFIN_ACCTG_TRANS_DATA       |KS00195                      |10130903    |10130903   |20,090,619,143,708 |       |                 0 |       |         |         |Daily Sales Alert   |Daily Sales Alert                       |Daily Sales Alert                                           |
|  KS00197                      |A      |ZINV_MNGT_TRANS             |KS00197                      |10142879    |10142879   |20,091,123,120,332 |       |                 0 |       |         |         |PrePress Dealer Inve|PrePress Dealer Inventory Feed          |PrePress Dealer Inventory Feed                              |
|  KS00198                      |A      |ZINV_MNGT_TRANS             |KS00198                      |10142879    |10142879   |20,100,119,110,649 |       |                 0 |       |         |         |PrePress Dealer Inve|PrePress Dealer Inventory Feed XPEDX    |PrePress Dealer Inventory Feed XPEDX                        |
|  KS00199                      |A      |ZFIN_ACCTG_MASTER_DATA      |KS00199                      |50487615    |50487615   |20,091,217,175,233 |       |                 0 |       |         |         |Customer Territory B|Customer Territory BU (Generic extractor|Customer Territory BU (Generic extractor ZCUSTTER)          |
|  KS00200                      |A      |ZFIN_ACCTG_TRANS_DATA       |KS00200                      |10130903    |10061131   |20,100,323,175,959 |       |                 0 |       |         |         |Manual Daily Sales A|Manual Daily Sales Adjustments          |Manual Daily Sales Adjustments                              |
|  KS00202                      |A      |ZSD                         |KS00202                      |50487615    |10131153   |20,150,203,130,552 |       |                 0 |       |         |         |Bolt Data Infosource|Bolt Data Infosource                    |Bolt Data Infosource                                        |
|  KS00206                      |A      |ZAPOSNP                     |KS00206                      |10135594    |10135594   |20,100,708,201,527 |       |                 0 |       |         |         |SNP APO Inventory   |SNP APO Inventory                       |SNP APO Inventory                                           |
|  KS00208                      |A      |ZINV_MNGT_TRANS             |KS00208                      |10131153    |50507105   |20,120,730,094,731 |       |                 0 |       |         |         |In-Transit Inventory|In-Transit Inventory Snapshot           |In-Transit Inventory Snapshot                               |
|  KS00209                      |A      |ZMARKETING_SALES_INVOICE    |KS00209                      |80002935    |10135594   |20,100,927,033,142 |       |                 0 |       |         |         |ESS & SCAN Plus Lega|ESS & SCAN Plus Legacy data to Sales Ana|ESS & SCAN Plus Legacy data to Sales Analysis L2            |
|  KS00210                      |A      |ZAPOSNP                     |KS00210                      |10131153    |10131153   |20,100,921,142,510 |       |                 0 |       |         |         |SNP In Transit from |SNP In Transit from 9AMALO              |SNP In Transit from 9AMALO                                  |
|  KS00216                      |A      |ZCOMMISSIONS                |KS00216                      |10130903    |10130903   |20,110,822,171,114 |       |                 0 |       |         |         |P2H HR Master Data f|P2H HR Master Data for GCG Commissions  |P2H HR Master Data for GCG Commissions                      |
|  KS00222                      |A      |ZINV_MNGT_TRANS             |KS00222                      |00185381    |00185381   |20,120,725,112,728 |       |                 0 |       |         |         |Deferred COGS Invent|Deferred COGS Inventory Snapshot        |Deferred COGS Inventory Snapshot                            |
|  Z0419                        |A      |ZFIN_ACCTG_TRANS_DATA       |Z0419                        |10175216    |10175216   |20,120,906,125,210 |       |                 0 |       |         |         |AR Age Analysis Hist|AR Age Analysis History (history by cust|AR Age Analysis History (history by customer)               |
|  Z0437                        |A      |ZFIN_ACCTG_TRANS_DATA       |Z0437                        |10175216    |10175216   |20,120,906,122,841 |       |                 0 |       |         |         |AR Aging Past Due (c|AR Aging Past Due (current month by BU) |AR Aging Past Due (current month by BU)                     |
|  ZCOMPONEN_TEXT               |A      |ZSERVICE_MD                 |ZCOMPONEN_TEXT               |10109911    |10109911   |20,071,218,091,434 |       |                 0 |       |         |         |COMPONENT TEXT      |COMPONENT TEXT                          |COMPONENT TEXT                                              |
|  ZGPE_LANDCST                 |A      |MM                          |ZGPE_LANDCST                 |10165849    |10165849   |20,130,405,105,347 |       |                 0 |       |         |         |Landed Cost For GPE |Landed Cost For GPE Infosource          |Landed Cost For GPE Infosource                              |
|  ZKPGOSDBL                    |A      |DM                          |ZKPGOSDBL                    |10070377    |10041780   |20,090,805,182,013 |       |                 0 |       |         |         |Legacy Billing KPG I|Legacy Billing KPG InfoSource           |Legacy Billing KPG InfoSource                               |
|  ZKPGOSTD                     |A      |DM                          |ZKPGOSTD                     |10070377    |10070377   |20,090,625,172,215 |       |                 0 |       |         |         |Legacy Depreciation |Legacy Depreciation KPG InfoSource      |Legacy Depreciation KPG InfoSource                          |
|  ZMAT_UNIT                    |A      |ZINV_MNGT_MD                |ZMAT_UNIT                    |L221927     |L221927    |20,030,916,161,021 |       |                 0 |       |         |         |Units of Measure for|Units of Measure for Material (Flexible |Units of Measure for Material (Flexible InfoSource)         |
|  ZSC_EXCLUDE_CUST             |A      |ZCOMMISSIONS                |ZSC_EXCLUDE_CUST             |10142879    |10142879   |20,090,410,123,458 |       |                 0 |       |         |         |Customers to be excl|Customers to be excluded                |Customers to be excluded                                    |
