21.04.2015                                     Dynamic List Display                                             1
-----------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------
|  LANGU|INFOCUBE     |OBJVERS|TXTSH               |TXTLG                                                       |
|  E    |ZC00033      |A      |CMIS WW Mfg. Perform|CMIS WW Mfg. Performance InfoCube                           |
|  E    |ZC00033      |M      |CMIS WW Mfg. Perform|CMIS WW Mfg. Performance InfoCube                           |
|  E    |ZC00034      |A      |CMIS UMC Detail Info|CMIS UMC Detail InfoCube                                    |
|  E    |ZC00034      |M      |CMIS UMC Detail Info|CMIS UMC Detail InfoCube                                    |
|  E    |ZC00035      |A      |Indirect Sales      |Indirect Sales                                              |
|  E    |ZC00035      |M      |Indirect Sales      |Indirect Sales                                              |
|  E    |ZC00036      |A      |CMIS BOC InfoCube   |CMIS BOC InfoCube                                           |
|  E    |ZC00036      |M      |CMIS BOC InfoCube   |CMIS BOC InfoCube                                           |
|  E    |ZC00037      |A      |CMIS Inventory Detai|CMIS Inventory Detail InfoCube                              |
|  E    |ZC00037      |M      |CMIS Inventory Detai|CMIS Inventory Detail InfoCube                              |
|  E    |ZC00038      |A      |LAR Pocket Sales    |LAR Pocket Sales                                            |
|  E    |ZC00038      |M      |LAR Pocket Sales    |LAR Pocket Sales                                            |
|  E    |ZC00042      |A      |CMIS Margin Detail I|CMIS Margin Detail InfoCube                                 |
|  E    |ZC00042      |M      |CMIS Margin Detail I|CMIS Margin Detail InfoCube                                 |
|  E    |ZC00043      |A      |CMIS Traditional Var|CMIS Traditional Variance Redistribution InfoCube           |
|  E    |ZC00043      |M      |CMIS Traditional Var|CMIS Traditional Variance Redistribution InfoCube           |
|  E    |ZC00052      |A      |SAP Actual Sales Inf|SAP Actual Sales InfoCube                                   |
|  E    |ZC00052      |M      |SAP Actual Sales Inf|SAP Actual Sales InfoCube                                   |
|  E    |ZC00053      |A      |Non-SAP Actual Sales|Non-SAP Actual Sales InfoCube                               |
|  E    |ZC00053      |M      |Non-SAP Actual Sales|Non-SAP Actual Sales InfoCube                               |
|  E    |ZC00054      |A      |Estimated Sales Info|Estimated Sales InfoCube                                    |
|  E    |ZC00054      |M      |Estimated Sales Info|Estimated Sales InfoCube                                    |
|  E    |ZC00056      |A      |Non-SAP Actual Sales|Non-SAP Actual Sales Transactional InfoCube                 |
|  E    |ZC00056      |M      |Non-SAP Actual Sales|Non-SAP Actual Sales Transactional InfoCube                 |
|  E    |ZC00057      |A      |Estimated Sales Tran|Estimated Sales Transactional InfoCube                      |
|  E    |ZC00057      |M      |Estimated Sales Tran|Estimated Sales Transactional InfoCube                      |
|  E    |ZC00066      |A      |P & L Managerial    |P & L Managerial                                            |
|  E    |ZC00066      |M      |P & L Managerial    |P & L Managerial                                            |
|  E    |ZC00067      |A      |SAP Actuals Balance |SAP Actuals Balance Sheet CY InfoCube                       |
|  E    |ZC00067      |M      |SAP Actuals Balance |SAP Actuals Balance Sheet CY InfoCube                       |
|  E    |ZC00068      |A      |CostCenter Actuals I|CostCenter Actuals InfoCube                                 |
|  E    |ZC00068      |M      |CostCenter Actuals I|CostCenter Actuals InfoCube                                 |
|  E    |ZC00069      |A      |Allocations InfoCube|Allocations InfoCube                                        |
|  E    |ZC00069      |M      |Allocations InfoCube|Allocations InfoCube                                        |
|  E    |ZC00070      |A      |Cost Planning InfoCu|Cost Planning InfoCube                                      |
|  E    |ZC00070      |M      |Cost Planning InfoCu|Cost Planning InfoCube                                      |
|  E    |ZC00071      |A      |SAP Actuals P&L CY-1|SAP Actuals P&L CY-1 InfoCube                               |
|  E    |ZC00071      |M      |SAP Actuals P&L CY-1|SAP Actuals P&L CY-1 InfoCube                               |
|  E    |ZC00072      |A      |SAP Actuals P&L CY-2|SAP Actuals P&L CY-2 InfoCube                               |
|  E    |ZC00072      |M      |SAP Actuals P&L CY-2|SAP Actuals P&L CY-2 InfoCube                               |
|  E    |ZC00073      |A      |SAP Actuals P&L CY-3|SAP Actuals P&L CY-3 InfoCube                               |
|  E    |ZC00073      |M      |SAP Actuals P&L CY-3|SAP Actuals P&L CY-3 InfoCube                               |
|  E    |ZC00074      |A      |SAP Actuals P&L CY-4|SAP Actuals P&L CY-4 InfoCube                               |
|  E    |ZC00074      |M      |SAP Actuals P&L CY-4|SAP Actuals P&L CY-4 InfoCube                               |
|  E    |ZC00075      |A      |SAP Actuals P&L CY-5|SAP Actuals P&L CY-5 InfoCube                               |
|  E    |ZC00075      |M      |SAP Actuals P&L CY-5|SAP Actuals P&L CY-5 InfoCube                               |
|  E    |ZC00076      |A      |SAP Actuals Balance |SAP Actuals Balance Sheet CY-1 InfoCube                     |
|  E    |ZC00076      |M      |SAP Actuals Balance |SAP Actuals Balance Sheet CY-1 InfoCube                     |
|  E    |ZC00077      |A      |SEM - B/S Actual and|SEM - B/S Actual and Estimates Accum Balances               |
|  E    |ZC00077      |M      |SEM - B/S Actual and|SEM - B/S Actual and Estimates Accum Balances               |
|  E    |ZC00078      |A      |SAP Actuals Balance |SAP Actuals Balance Sheet CY-3 InfoCube                     |
|  E    |ZC00078      |M      |SAP Actuals Balance |SAP Actuals Balance Sheet CY-3 InfoCube                     |
|  E    |ZC00079      |A      |SAP Actuals Balance |SAP Actuals Balance Sheet CY-4 InfoCube                     |
|  E    |ZC00079      |M      |SAP Actuals Balance |SAP Actuals Balance Sheet CY-4 InfoCube                     |
|  E    |ZC00080      |A      |SAP Actuals Balance |SAP Actuals Balance Sheet CY-5 InfoCube                     |
|  E    |ZC00080      |M      |SAP Actuals Balance |SAP Actuals Balance Sheet CY-5 InfoCube                     |
|  E    |ZC00081      |A      |CPP Actuals InfoCube|CPP Actuals InfoCube                                        |
|  E    |ZC00081      |M      |CPP Actuals InfoCube|CPP Actuals InfoCube                                        |
|  E    |ZC00082      |A      |HR Bi-Weekly Amounts|HR Bi-Weekly Amounts                                        |
|  E    |ZC00082      |M      |HR Bi-Weekly Amounts|HR Bi-Weekly Amounts                                        |
|  E    |ZC00083      |A      |Allocation Cycle Val|Allocation Cycle Values InfoCube                            |
|  E    |ZC00083      |M      |Allocation Cycle Val|Allocation Cycle Values InfoCube                            |
|  E    |ZC00085      |A      |SNP Analysis Cube #1|SNP Analysis Cube #1                                        |
|  E    |ZC00085      |M      |SNP Analysis Cube #1|SNP Analysis Cube #1                                        |
|  E    |ZC00086      |A      |SNP Analysis Cube #2|SNP Analysis Cube #2                                        |
|  E    |ZC00086      |M      |SNP Analysis Cube #2|SNP Analysis Cube #2                                        |
|  E    |ZC00095      |A      |P&L Document Detail |P&L Document Detail                                         |
|  E    |ZC00095      |M      |P&L Document Detail |P&L Document Detail                                         |
|  E    |ZC00096      |A      |Sales Unit Price, Ta|Sales Unit Price, Target Cost and Transfer Price            |
|  E    |ZC00096      |M      |Sales Unit Price, Ta|Sales Unit Price, Target Cost and Transfer Price            |
|  E    |ZC00097      |A      |Sales Revenue & Cogs|Sales Revenue & Cogs  Planning                              |
|  E    |ZC00097      |M      |Sales Revenue & Cogs|Sales Revenue & Cogs  Planning                              |
|  E    |ZC00100      |A      |ACTIVITY INFOCUBE   |ACTIVITY INFOCUBE                                           |
|  E    |ZC00100      |M      |ACTIVITY INFOCUBE   |ACTIVITY INFOCUBE                                           |
|  E    |ZC00101      |A      |ACTIVITY ITEM INFOCU|ACTIVITY ITEM INFOCUBE                                      |
|  E    |ZC00101      |M      |ACTIVITY ITEM INFOCU|ACTIVITY ITEM INFOCUBE                                      |
|  E    |ZC00107      |A      |DP Planning Area ZPL|DP Planning Area ZPLADP01                                   |
|  E    |ZC00107      |M      |DP Planning Area ZPL|DP Planning Area ZPLADP01                                   |
|  E    |ZC00108      |A      |Balance to Hyperion |Balance to Hyperion                                         |
|  E    |ZC00108      |M      |Balance to Hyperion |Balance to Hyperion                                         |
